source	destinations_disconnected_to
ADA2C	TOR3A	ZMYM1
S15A1	TOR3A	ZMYM1
ADA1A	TOR3A	ZMYM1
A1AG2	TOR3A	ZMYM1
OX1R	TOR3A	ZMYM1
KCMA1	TOR3A	ZMYM1
NMDE3	TOR3A	ZMYM1
HIBCH	TOR3A	ZMYM1
IPKA	TOR3A	ZMYM1
S22AI	TOR3A	ZMYM1
S29A1	TOR3A	ZMYM1
HDAC1	TOR3A	ZMYM1
PNPH	TOR3A	ZMYM1
ADA2B	TOR3A	ZMYM1
TRFL	TOR3A	ZMYM1
ALBU	TOR3A	ZMYM1
FMO3	TOR3A	ZMYM1
PLK1	TOR3A	ZMYM1
SGMR1	TOR3A	ZMYM1
GUAA	TOR3A	ZMYM1
QOR	TOR3A	ZMYM1
GCR	TOR3A	ZMYM1
CATD	TOR3A	ZMYM1
MIF	TOR3A	ZMYM1
HPGDS	TOR3A	ZMYM1
MKNK1	TOR3A	ZMYM1
P2RY2	TOR3A	ZMYM1
S12A4	TOR3A	ZMYM1
EGFR	TOR3A	ZMYM1
NFKB1	TOR3A	ZMYM1
PGFRB	TOR3A	ZMYM1
ANT3	TOR3A	ZMYM1
GTR1	TOR3A	ZMYM1
MK10	TOR3A	ZMYM1
CAMLG	TOR3A	ZMYM1
HEMH	TOR3A	ZMYM1
MTRR	TOR3A	ZMYM1
NQO1	TOR3A	ZMYM1
ACH10	TOR3A	ZMYM1
FMO4	TOR3A	ZMYM1
DRD5	TOR3A	ZMYM1
TRY1	TOR3A	ZMYM1
SCNAA	TOR3A	ZMYM1
GBRG3	TOR3A	ZMYM1
PDE8B	TOR3A	ZMYM1
KCNA2	TOR3A	ZMYM1
IFNA2	TOR3A	ZMYM1
AA1R	TOR3A	ZMYM1
MAPK2	TOR3A	ZMYM1
PK3CD	TOR3A	ZMYM1
HRH4	TOR3A	ZMYM1
GBRB1	TOR3A	ZMYM1
HCN2	TOR3A	ZMYM1
RL26L	TOR3A	ZMYM1
DMTA2	TOR3A	ZMYM1
6PGD	TOR3A	ZMYM1
GRP78	TOR3A	ZMYM1
PSIP1	TOR3A	ZMYM1
AT1A4	TOR3A	ZMYM1
GLR	TOR3A	ZMYM1
OPRK	TOR3A	ZMYM1
ATPB	TOR3A	ZMYM1
STMN4	TOR3A	ZMYM1
CACB2	TOR3A	ZMYM1
NMDZ1	TOR3A	ZMYM1
SC6A3	TOR3A	ZMYM1
ST2B1	TOR3A	ZMYM1
TBG1	TOR3A	ZMYM1
ESR1	TOR3A	ZMYM1
CREB1	TOR3A	ZMYM1
5HT1B	TOR3A	ZMYM1
ERBB2	TOR3A	ZMYM1
HDAC7	TOR3A	ZMYM1
KCC1B	TOR3A	ZMYM1
TBD	TOR3A	ZMYM1
TOP2B	TOR3A	ZMYM1
3BHS1	TOR3A	ZMYM1
ATP4A	TOR3A	ZMYM1
LOX5	TOR3A	ZMYM1
UD3A1	TOR3A	ZMYM1
BDNF	TOR3A	ZMYM1
GBRA1	TOR3A	ZMYM1
FOS	TOR3A	ZMYM1
SHBG	TOR3A	ZMYM1
ODP2	TOR3A	ZMYM1
ABCA1	TOR3A	ZMYM1
DYR	TOR3A	ZMYM1
P85A	TOR3A	ZMYM1
SIR1	TOR3A	ZMYM1
MTHR	TOR3A	ZMYM1
ADCL2	TOR3A	ZMYM1
IBP3	TOR3A	ZMYM1
DDR1	TOR3A	ZMYM1
CP46A	TOR3A	ZMYM1
SCN2A	TOR3A	ZMYM1
IL4	TOR3A	ZMYM1
NPS	TOR3A	ZMYM1
NMDE1	TOR3A	ZMYM1
AOFB	TOR3A	ZMYM1
RL13A	TOR3A	ZMYM1
S22A2	TOR3A	ZMYM1
CALY	TOR3A	ZMYM1
S12A5	TOR3A	ZMYM1
PK3CA	TOR3A	ZMYM1
PDE4D	TOR3A	ZMYM1
KIF11	TOR3A	ZMYM1
NR1I2	TOR3A	ZMYM1
NISCH	TOR3A	ZMYM1
NFKB2	TOR3A	ZMYM1
ITK	TOR3A	ZMYM1
PPIA	TOR3A	ZMYM1
MMAA	TOR3A	ZMYM1
PA24A	TOR3A	ZMYM1
HYES	TOR3A	ZMYM1
CP2C8	TOR3A	ZMYM1
CAC1D	TOR3A	ZMYM1
SCNNA	TOR3A	ZMYM1
DRD3	TOR3A	ZMYM1
IOD1	TOR3A	ZMYM1
AAKB1	TOR3A	ZMYM1
ARY2	TOR3A	ZMYM1
DOPO	TOR3A	ZMYM1
PDE3A	TOR3A	ZMYM1
TR10B	TOR3A	ZMYM1
ADA1B	TOR3A	ZMYM1
C9JK77	TOR3A	ZMYM1
MYLK3	TOR3A	ZMYM1
PDE1B	TOR3A	ZMYM1
MYH9	TOR3A	ZMYM1
TRI15	TOR3A	ZMYM1
HPRT	TOR3A	ZMYM1
ADRB2	TOR3A	ZMYM1
LIPL	TOR3A	ZMYM1
MDR1	TOR3A	ZMYM1
5HT1A	TOR3A	ZMYM1
CP19A	TOR3A	ZMYM1
ARY1	TOR3A	ZMYM1
5HT2A	TOR3A	ZMYM1
G6PD	TOR3A	ZMYM1
PYRD	TOR3A	ZMYM1
GBRB2	TOR3A	ZMYM1
IKBA	TOR3A	ZMYM1
THRB	TOR3A	ZMYM1
GPX1	TOR3A	ZMYM1
TNNC2	TOR3A	ZMYM1
S22AB	TOR3A	ZMYM1
PDE5A	TOR3A	ZMYM1
TGFB1	TOR3A	ZMYM1
TOP2A	TOR3A	ZMYM1
RL23	TOR3A	ZMYM1
PDK3	TOR3A	ZMYM1
EDNRA	TOR3A	ZMYM1
TF65	TOR3A	ZMYM1
KAP0	TOR3A	ZMYM1
PPIF	TOR3A	ZMYM1
RL15	TOR3A	ZMYM1
KCNH2	TOR3A	ZMYM1
PDE4C	TOR3A	ZMYM1
ABCC8	TOR3A	ZMYM1
J3KPA4	TOR3A	ZMYM1
HDAC8	TOR3A	ZMYM1
GBRD	TOR3A	ZMYM1
CCKN	TOR3A	ZMYM1
ADCY5	TOR3A	ZMYM1
ATPA	TOR3A	ZMYM1
ATPG	TOR3A	ZMYM1
CAC1G	TOR3A	ZMYM1
LDHB	TOR3A	ZMYM1
JUN	TOR3A	ZMYM1
CSF1R	TOR3A	ZMYM1
UD19	TOR3A	ZMYM1
ATF6A	TOR3A	ZMYM1
RL19	TOR3A	ZMYM1
ST17B	TOR3A	ZMYM1
ABL1	TOR3A	ZMYM1
PHOP1	TOR3A	ZMYM1
SC6A4	TOR3A	ZMYM1
S22A6	TOR3A	ZMYM1
GRIK2	TOR3A	ZMYM1
ACM3	TOR3A	ZMYM1
RYR1	TOR3A	ZMYM1
S23IP	TOR3A	ZMYM1
CRBN	TOR3A	ZMYM1
MUTA	TOR3A	ZMYM1
ARGI1	TOR3A	ZMYM1
AA3R	TOR3A	ZMYM1
GBRA5	TOR3A	ZMYM1
CAH6	TOR3A	ZMYM1
FAK1	TOR3A	ZMYM1
SCNND	TOR3A	ZMYM1
CASP8	TOR3A	ZMYM1
SYRC	TOR3A	ZMYM1
CP3A4	TOR3A	ZMYM1
A4	TOR3A	ZMYM1
MRP1	TOR3A	ZMYM1
KCNN4	TOR3A	ZMYM1
PDE7A	TOR3A	ZMYM1
SCN4A	TOR3A	ZMYM1
CACB1	TOR3A	ZMYM1
DHI1	TOR3A	ZMYM1
PDIA1	TOR3A	ZMYM1
LRP2	TOR3A	ZMYM1
ESR2	TOR3A	ZMYM1
SCNNB	TOR3A	ZMYM1
NMDE4	TOR3A	ZMYM1
TY3H	TOR3A	ZMYM1
SOAT1	TOR3A	ZMYM1
NMD3A	TOR3A	ZMYM1
ASM	TOR3A	ZMYM1
S12A1	TOR3A	ZMYM1
CP1A1	TOR3A	ZMYM1
INSR2	TOR3A	ZMYM1
NCOA1	TOR3A	ZMYM1
TBE	TOR3A	ZMYM1
ITAL	TOR3A	ZMYM1
PPARG	TOR3A	ZMYM1
GSK3B	TOR3A	ZMYM1
CAC1I	TOR3A	ZMYM1
THB	TOR3A	ZMYM1
KLK3	TOR3A	ZMYM1
GBRA2	TOR3A	ZMYM1
TBB4B	TOR3A	ZMYM1
DRD4	TOR3A	ZMYM1
CLIC1	TOR3A	ZMYM1
GBRE	TOR3A	ZMYM1
RHOA	TOR3A	ZMYM1
TERT	TOR3A	ZMYM1
RL23A	TOR3A	ZMYM1
KITH	TOR3A	ZMYM1
HIF1A	TOR3A	ZMYM1
TEBP	TOR3A	ZMYM1
PERM	TOR3A	ZMYM1
TYSY	TOR3A	ZMYM1
PAR10	TOR3A	ZMYM1
NNMT	TOR3A	ZMYM1
RARB	TOR3A	ZMYM1
PK3CG	TOR3A	ZMYM1
CAC1C	TOR3A	ZMYM1
PLPL9	TOR3A	ZMYM1
OPRM	TOR3A	ZMYM1
PLMN	TOR3A	ZMYM1
ADA	TOR3A	ZMYM1
TNNC1	TOR3A	ZMYM1
J3KN87	TOR3A	ZMYM1
GBRG2	TOR3A	ZMYM1
FAD1	TOR3A	ZMYM1
PDE1A	TOR3A	ZMYM1
GLUC	TOR3A	ZMYM1
EST1	TOR3A	ZMYM1
P2RX2	TOR3A	ZMYM1
NOS3	TOR3A	ZMYM1
GSTP1	TOR3A	ZMYM1
CAH7	TOR3A	ZMYM1
IL6	TOR3A	ZMYM1
UD13	TOR3A	ZMYM1
PDE4A	TOR3A	ZMYM1
CBPB2	TOR3A	ZMYM1
KCJ11	TOR3A	ZMYM1
SCN5A	TOR3A	ZMYM1
CP21A	TOR3A	ZMYM1
CFTR	TOR3A	ZMYM1
ACM1	TOR3A	ZMYM1
GRIA2	TOR3A	ZMYM1
CPT2	TOR3A	ZMYM1
COMT	TOR3A	ZMYM1
P53	TOR3A	ZMYM1
CNGA1	TOR3A	ZMYM1
HDAC9	TOR3A	ZMYM1
KCNQ1	TOR3A	ZMYM1
PGH1	TOR3A	ZMYM1
CP2R1	TOR3A	ZMYM1
CAC1H	TOR3A	ZMYM1
CAB45	TOR3A	ZMYM1
CDK2	TOR3A	ZMYM1
SC6A2	TOR3A	ZMYM1
AK1C2	TOR3A	ZMYM1
CA2D2	TOR3A	ZMYM1
S22A8	TOR3A	ZMYM1
EBP	TOR3A	ZMYM1
NADC	TOR3A	ZMYM1
5HT5A	TOR3A	ZMYM1
AHR	TOR3A	ZMYM1
HDAC6	TOR3A	ZMYM1
MRP2	TOR3A	ZMYM1
PDE4B	TOR3A	ZMYM1
AA2AR	TOR3A	ZMYM1
PDE7B	TOR3A	ZMYM1
FAK2	TOR3A	ZMYM1
CASP3	TOR3A	ZMYM1
CATB	TOR3A	ZMYM1
CAC1S	TOR3A	ZMYM1
TA2R	TOR3A	ZMYM1
TPMT	TOR3A	ZMYM1
5HT1D	TOR3A	ZMYM1
PIM1	TOR3A	ZMYM1
AT1A1	TOR3A	ZMYM1
MMP9	TOR3A	ZMYM1
RL37	TOR3A	ZMYM1
PARP1	TOR3A	ZMYM1
RENR	TOR3A	ZMYM1
ENPL	TOR3A	ZMYM1
NR1I3	TOR3A	ZMYM1
CAH1	TOR3A	ZMYM1
SL9A7	TOR3A	ZMYM1
ACM4	TOR3A	ZMYM1
TOP1	TOR3A	ZMYM1
DHB8	TOR3A	ZMYM1
FABP6	TOR3A	ZMYM1
GABR1	TOR3A	ZMYM1
LY66C	TOR3A	ZMYM1
GLNA	TOR3A	ZMYM1
SCN1A	TOR3A	ZMYM1
HDAC3	TOR3A	ZMYM1
RENI	TOR3A	ZMYM1
