source	destinations_disconnected_to
TRFL	PPDPF	SUSD4
ALBU	PPDPF	SUSD4
FMO3	PPDPF	SUSD4
PLK1	PPDPF	SUSD4
SGMR1	PPDPF	SUSD4
GUAA	PPDPF	SUSD4
QOR	PPDPF	SUSD4
GCR	PPDPF	SUSD4
CATD	PPDPF	SUSD4
MIF	PPDPF	SUSD4
HPGDS	PPDPF	SUSD4
MKNK1	PPDPF	SUSD4
P2RY2	PPDPF	SUSD4
S12A4	PPDPF	SUSD4
EGFR	PPDPF	SUSD4
NFKB1	PPDPF	SUSD4
PGFRB	PPDPF	SUSD4
ANT3	PPDPF	SUSD4
GTR1	PPDPF	SUSD4
MK10	PPDPF	SUSD4
CAMLG	PPDPF	SUSD4
HEMH	PPDPF	SUSD4
MTRR	PPDPF	SUSD4
NQO1	PPDPF	SUSD4
ACH10	PPDPF	SUSD4
FMO4	PPDPF	SUSD4
DRD5	PPDPF	SUSD4
TRY1	PPDPF	SUSD4
SCNAA	PPDPF	SUSD4
GBRG3	PPDPF	SUSD4
PDE8B	PPDPF	SUSD4
KCNA2	PPDPF	SUSD4
IFNA2	PPDPF	SUSD4
AA1R	PPDPF	SUSD4
MAPK2	PPDPF	SUSD4
PK3CD	PPDPF	SUSD4
HRH4	PPDPF	SUSD4
GBRB1	PPDPF	SUSD4
HCN2	PPDPF	SUSD4
RL26L	PPDPF	SUSD4
DMTA2	PPDPF	SUSD4
6PGD	PPDPF	SUSD4
GRP78	PPDPF	SUSD4
PSIP1	PPDPF	SUSD4
AT1A4	PPDPF	SUSD4
GLR	PPDPF	SUSD4
OPRK	PPDPF	SUSD4
ATPB	PPDPF	SUSD4
STMN4	PPDPF	SUSD4
CACB2	PPDPF	SUSD4
NMDZ1	PPDPF	SUSD4
SC6A3	PPDPF	SUSD4
ST2B1	PPDPF	SUSD4
TBG1	PPDPF	SUSD4
ESR1	PPDPF	SUSD4
CREB1	PPDPF	SUSD4
5HT1B	PPDPF	SUSD4
ERBB2	PPDPF	SUSD4
HDAC7	PPDPF	SUSD4
KCC1B	PPDPF	SUSD4
TBD	PPDPF	SUSD4
TOP2B	PPDPF	SUSD4
3BHS1	PPDPF	SUSD4
ATP4A	PPDPF	SUSD4
LOX5	PPDPF	SUSD4
UD3A1	PPDPF	SUSD4
BDNF	PPDPF	SUSD4
GBRA1	PPDPF	SUSD4
FOS	PPDPF	SUSD4
SHBG	PPDPF	SUSD4
ODP2	PPDPF	SUSD4
ABCA1	PPDPF	SUSD4
DYR	PPDPF	SUSD4
P85A	PPDPF	SUSD4
SIR1	PPDPF	SUSD4
MTHR	PPDPF	SUSD4
ADCL2	PPDPF	SUSD4
IBP3	PPDPF	SUSD4
DDR1	PPDPF	SUSD4
CP46A	PPDPF	SUSD4
SCN2A	PPDPF	SUSD4
IL4	PPDPF	SUSD4
NPS	PPDPF	SUSD4
NMDE1	PPDPF	SUSD4
AOFB	PPDPF	SUSD4
RL13A	PPDPF	SUSD4
S22A2	PPDPF	SUSD4
CALY	PPDPF	SUSD4
S12A5	PPDPF	SUSD4
PK3CA	PPDPF	SUSD4
PDE4D	PPDPF	SUSD4
KIF11	PPDPF	SUSD4
NR1I2	PPDPF	SUSD4
NISCH	PPDPF	SUSD4
NFKB2	PPDPF	SUSD4
ITK	PPDPF	SUSD4
PPIA	PPDPF	SUSD4
MMAA	PPDPF	SUSD4
PA24A	PPDPF	SUSD4
HYES	PPDPF	SUSD4
CP2C8	PPDPF	SUSD4
CAC1D	PPDPF	SUSD4
SCNNA	PPDPF	SUSD4
DRD3	PPDPF	SUSD4
IOD1	PPDPF	SUSD4
AAKB1	PPDPF	SUSD4
ARY2	PPDPF	SUSD4
DOPO	PPDPF	SUSD4
PDE3A	PPDPF	SUSD4
TR10B	PPDPF	SUSD4
ADA1B	PPDPF	SUSD4
C9JK77	PPDPF	SUSD4
MYLK3	PPDPF	SUSD4
PDE1B	PPDPF	SUSD4
MYH9	PPDPF	SUSD4
TRI15	PPDPF	SUSD4
HPRT	PPDPF	SUSD4
ADRB2	PPDPF	SUSD4
LIPL	PPDPF	SUSD4
MDR1	PPDPF	SUSD4
5HT1A	PPDPF	SUSD4
CP19A	PPDPF	SUSD4
ARY1	PPDPF	SUSD4
5HT2A	PPDPF	SUSD4
G6PD	PPDPF	SUSD4
PYRD	PPDPF	SUSD4
GBRB2	PPDPF	SUSD4
IKBA	PPDPF	SUSD4
THRB	PPDPF	SUSD4
GPX1	PPDPF	SUSD4
TNNC2	PPDPF	SUSD4
S22AB	PPDPF	SUSD4
PDE5A	PPDPF	SUSD4
TGFB1	PPDPF	SUSD4
TOP2A	PPDPF	SUSD4
RL23	PPDPF	SUSD4
PDK3	PPDPF	SUSD4
EDNRA	PPDPF	SUSD4
TF65	PPDPF	SUSD4
KAP0	PPDPF	SUSD4
PPIF	PPDPF	SUSD4
RL15	PPDPF	SUSD4
KCNH2	PPDPF	SUSD4
PDE4C	PPDPF	SUSD4
ABCC8	PPDPF	SUSD4
J3KPA4	PPDPF	SUSD4
HDAC8	PPDPF	SUSD4
GBRD	PPDPF	SUSD4
CCKN	PPDPF	SUSD4
ADCY5	PPDPF	SUSD4
ATPA	PPDPF	SUSD4
ATPG	PPDPF	SUSD4
CAC1G	PPDPF	SUSD4
LDHB	PPDPF	SUSD4
JUN	PPDPF	SUSD4
CSF1R	PPDPF	SUSD4
UD19	PPDPF	SUSD4
ATF6A	PPDPF	SUSD4
RL19	PPDPF	SUSD4
ST17B	PPDPF	SUSD4
ABL1	PPDPF	SUSD4
PHOP1	PPDPF	SUSD4
SC6A4	PPDPF	SUSD4
S22A6	PPDPF	SUSD4
GRIK2	PPDPF	SUSD4
ACM3	PPDPF	SUSD4
RYR1	PPDPF	SUSD4
S23IP	PPDPF	SUSD4
CRBN	PPDPF	SUSD4
MUTA	PPDPF	SUSD4
ARGI1	PPDPF	SUSD4
AA3R	PPDPF	SUSD4
GBRA5	PPDPF	SUSD4
CAH6	PPDPF	SUSD4
FAK1	PPDPF	SUSD4
SCNND	PPDPF	SUSD4
CASP8	PPDPF	SUSD4
SYRC	PPDPF	SUSD4
CP3A4	PPDPF	SUSD4
A4	PPDPF	SUSD4
MRP1	PPDPF	SUSD4
KCNN4	PPDPF	SUSD4
PDE7A	PPDPF	SUSD4
SCN4A	PPDPF	SUSD4
CACB1	PPDPF	SUSD4
DHI1	PPDPF	SUSD4
PDIA1	PPDPF	SUSD4
LRP2	PPDPF	SUSD4
ESR2	PPDPF	SUSD4
SCNNB	PPDPF	SUSD4
NMDE4	PPDPF	SUSD4
TY3H	PPDPF	SUSD4
SOAT1	PPDPF	SUSD4
NMD3A	PPDPF	SUSD4
ASM	PPDPF	SUSD4
S12A1	PPDPF	SUSD4
CP1A1	PPDPF	SUSD4
INSR2	PPDPF	SUSD4
NCOA1	PPDPF	SUSD4
TBE	PPDPF	SUSD4
ITAL	PPDPF	SUSD4
PPARG	PPDPF	SUSD4
GSK3B	PPDPF	SUSD4
CAC1I	PPDPF	SUSD4
THB	PPDPF	SUSD4
KLK3	PPDPF	SUSD4
GBRA2	PPDPF	SUSD4
TBB4B	PPDPF	SUSD4
DRD4	PPDPF	SUSD4
CLIC1	PPDPF	SUSD4
GBRE	PPDPF	SUSD4
RHOA	PPDPF	SUSD4
TERT	PPDPF	SUSD4
RL23A	PPDPF	SUSD4
KITH	PPDPF	SUSD4
HIF1A	PPDPF	SUSD4
TEBP	PPDPF	SUSD4
PERM	PPDPF	SUSD4
TYSY	PPDPF	SUSD4
PAR10	PPDPF	SUSD4
NNMT	PPDPF	SUSD4
RARB	PPDPF	SUSD4
PK3CG	PPDPF	SUSD4
CAC1C	PPDPF	SUSD4
PLPL9	PPDPF	SUSD4
OPRM	PPDPF	SUSD4
PLMN	PPDPF	SUSD4
ADA	PPDPF	SUSD4
TNNC1	PPDPF	SUSD4
J3KN87	PPDPF	SUSD4
GBRG2	PPDPF	SUSD4
FAD1	PPDPF	SUSD4
PDE1A	PPDPF	SUSD4
GLUC	PPDPF	SUSD4
EST1	PPDPF	SUSD4
P2RX2	PPDPF	SUSD4
NOS3	PPDPF	SUSD4
GSTP1	PPDPF	SUSD4
CAH7	PPDPF	SUSD4
IL6	PPDPF	SUSD4
UD13	PPDPF	SUSD4
PDE4A	PPDPF	SUSD4
CBPB2	PPDPF	SUSD4
KCJ11	PPDPF	SUSD4
SCN5A	PPDPF	SUSD4
CP21A	PPDPF	SUSD4
CFTR	PPDPF	SUSD4
ACM1	PPDPF	SUSD4
GRIA2	PPDPF	SUSD4
CPT2	PPDPF	SUSD4
COMT	PPDPF	SUSD4
P53	PPDPF	SUSD4
CNGA1	PPDPF	SUSD4
HDAC9	PPDPF	SUSD4
KCNQ1	PPDPF	SUSD4
PGH1	PPDPF	SUSD4
CP2R1	PPDPF	SUSD4
CAC1H	PPDPF	SUSD4
CAB45	PPDPF	SUSD4
CDK2	PPDPF	SUSD4
SC6A2	PPDPF	SUSD4
AK1C2	PPDPF	SUSD4
CA2D2	PPDPF	SUSD4
S22A8	PPDPF	SUSD4
EBP	PPDPF	SUSD4
NADC	PPDPF	SUSD4
5HT5A	PPDPF	SUSD4
AHR	PPDPF	SUSD4
HDAC6	PPDPF	SUSD4
MRP2	PPDPF	SUSD4
PDE4B	PPDPF	SUSD4
AA2AR	PPDPF	SUSD4
PDE7B	PPDPF	SUSD4
FAK2	PPDPF	SUSD4
CASP3	PPDPF	SUSD4
CATB	PPDPF	SUSD4
CAC1S	PPDPF	SUSD4
TA2R	PPDPF	SUSD4
TPMT	PPDPF	SUSD4
5HT1D	PPDPF	SUSD4
PIM1	PPDPF	SUSD4
AT1A1	PPDPF	SUSD4
MMP9	PPDPF	SUSD4
RL37	PPDPF	SUSD4
PARP1	PPDPF	SUSD4
RENR	PPDPF	SUSD4
ENPL	PPDPF	SUSD4
NR1I3	PPDPF	SUSD4
CAH1	PPDPF	SUSD4
SL9A7	PPDPF	SUSD4
ACM4	PPDPF	SUSD4
TOP1	PPDPF	SUSD4
DHB8	PPDPF	SUSD4
FABP6	PPDPF	SUSD4
GABR1	PPDPF	SUSD4
LY66C	PPDPF	SUSD4
GLNA	PPDPF	SUSD4
SCN1A	PPDPF	SUSD4
HDAC3	PPDPF	SUSD4
RENI	PPDPF	SUSD4
