source	destinations_disconnected_to
TBE	EFHD2	GKN1
ITAL	EFHD2	GKN1
PPARG	EFHD2	GKN1
GSK3B	EFHD2	GKN1
CAC1I	EFHD2	GKN1
THB	EFHD2	GKN1
KLK3	EFHD2	GKN1
GBRA2	EFHD2	GKN1
TBB4B	EFHD2	GKN1
DRD4	EFHD2	GKN1
CLIC1	EFHD2	GKN1
GBRE	EFHD2	GKN1
RHOA	EFHD2	GKN1
TERT	EFHD2	GKN1
RL23A	EFHD2	GKN1
KITH	EFHD2	GKN1
HIF1A	EFHD2	GKN1
TEBP	EFHD2	GKN1
PERM	EFHD2	GKN1
TYSY	EFHD2	GKN1
PAR10	EFHD2	GKN1
NNMT	EFHD2	GKN1
RARB	EFHD2	GKN1
PK3CG	EFHD2	GKN1
CAC1C	EFHD2	GKN1
PLPL9	EFHD2	GKN1
OPRM	EFHD2	GKN1
PLMN	EFHD2	GKN1
ADA	EFHD2	GKN1
TNNC1	EFHD2	GKN1
J3KN87	EFHD2	GKN1
GBRG2	EFHD2	GKN1
FAD1	EFHD2	GKN1
PDE1A	EFHD2	GKN1
GLUC	EFHD2	GKN1
EST1	EFHD2	GKN1
P2RX2	EFHD2	GKN1
NOS3	EFHD2	GKN1
GSTP1	EFHD2	GKN1
CAH7	EFHD2	GKN1
IL6	EFHD2	GKN1
UD13	EFHD2	GKN1
PDE4A	EFHD2	GKN1
CBPB2	EFHD2	GKN1
KCJ11	EFHD2	GKN1
SCN5A	EFHD2	GKN1
CP21A	EFHD2	GKN1
CFTR	EFHD2	GKN1
ACM1	EFHD2	GKN1
GRIA2	EFHD2	GKN1
CPT2	EFHD2	GKN1
COMT	EFHD2	GKN1
P53	EFHD2	GKN1
CNGA1	EFHD2	GKN1
HDAC9	EFHD2	GKN1
KCNQ1	EFHD2	GKN1
PGH1	EFHD2	GKN1
CP2R1	EFHD2	GKN1
CAC1H	EFHD2	GKN1
CAB45	EFHD2	GKN1
CDK2	EFHD2	GKN1
SC6A2	EFHD2	GKN1
AK1C2	EFHD2	GKN1
CA2D2	EFHD2	GKN1
S22A8	EFHD2	GKN1
EBP	EFHD2	GKN1
NADC	EFHD2	GKN1
5HT5A	EFHD2	GKN1
AHR	EFHD2	GKN1
HDAC6	EFHD2	GKN1
MRP2	EFHD2	GKN1
PDE4B	EFHD2	GKN1
AA2AR	EFHD2	GKN1
PDE7B	EFHD2	GKN1
FAK2	EFHD2	GKN1
CASP3	EFHD2	GKN1
CATB	EFHD2	GKN1
CAC1S	EFHD2	GKN1
TA2R	EFHD2	GKN1
TPMT	EFHD2	GKN1
5HT1D	EFHD2	GKN1
PIM1	EFHD2	GKN1
AT1A1	EFHD2	GKN1
MMP9	EFHD2	GKN1
RL37	EFHD2	GKN1
PARP1	EFHD2	GKN1
RENR	EFHD2	GKN1
ENPL	EFHD2	GKN1
NR1I3	EFHD2	GKN1
CAH1	EFHD2	GKN1
SL9A7	EFHD2	GKN1
ACM4	EFHD2	GKN1
TOP1	EFHD2	GKN1
DHB8	EFHD2	GKN1
FABP6	EFHD2	GKN1
GABR1	EFHD2	GKN1
LY66C	EFHD2	GKN1
GLNA	EFHD2	GKN1
SCN1A	EFHD2	GKN1
HDAC3	EFHD2	GKN1
RENI	EFHD2	GKN1
